link,text,username,user,likes,quotes,retweets,comments
https://twitter.com/karpathy/status/1617979122625712128#m,The hottest new programming language is English,karpathy,Andrej Karpathy,33812,738,4679,863
https://twitter.com/karpathy/status/1801311713842893161#m,"New simulation hypothesis drop. Maybe the simulation is not physical and exact but neural and approximate. i.e. not about simulating fields or particles with physical equations but a giant Diffusion Transformer++ creating a large ""dream"".",karpathy,Andrej Karpathy,4718,142,344,488
https://twitter.com/karpathy/status/1801305852735115357#m,"wow. The new model from @LumaLabsAI extending images into videos is really something else. I understood intuitively that this would become possible very soon, but it's still something else to see it and think through future iterations of.  A few more examples around, e.g. the…",karpathy,Andrej Karpathy,5882,54,598,122
https://twitter.com/karpathy/status/1800242310116262150#m,"Actually, really liked the Apple Intelligence announcement. It must be a very exciting time at Apple as they layer AI on top of the entire OS. A few of the major themes.  Step 1 Multimodal I/O. Enable text/audio/image/video capability, both read and write. These are the native…",karpathy,Andrej Karpathy,9724,187,1194,332
https://twitter.com/karpathy/status/1800223553989886447#m,"If you tuned in to WWDC to see what Apple is doing with AI, we're all probably thinking the same thing around now 50 minutes into it... 🫠",karpathy,Andrej Karpathy,5361,81,243,297
https://twitter.com/karpathy/status/1799949853289804266#m,"📽️ New 4 hour (lol) video lecture on YouTube: ""Let’s reproduce GPT-2 (124M)"" https://tube.habedieeh.re/l8pRSuU81PU  The video ended up so long because it is... comprehensive: we start with empty file and end up with a GPT-2 (124M) model: - first we build the GPT-2 network  - then we optimize…",karpathy,Andrej Karpathy,15979,407,2324,422
https://twitter.com/karpathy/status/1797317096155852946#m,"Example here is the llm.c GPT-3 (124M) training on FineWeb (figure cropped at 250B tokens), we seem to surpass GPT-3 HellaSwag (green line) at ~150B tokens, per paper expected this to be at 300B tokens. Will re-run with FineWeb-Edu.    I do want to be a bit careful on conclusions…",karpathy,Andrej Karpathy,402,1,17,8
https://twitter.com/karpathy/status/1797314805772300661#m,"In llm.c pretraining we were already mildly perplexed why seem to be outperforming GPT-2 & 3 (124M) training on just 10B tokens instead of something closer to 100-300B, per the original papers. I suspect a good chunk of it may be just the dataset quality, so I'm eager to retrain…",karpathy,Andrej Karpathy,610,4,24,17
https://twitter.com/karpathy/status/1797313173449764933#m,"Awesome and highly useful: FineWeb-Edu 📚👏 High quality LLM dataset filtering the original 15 trillion FineWeb tokens to 1.3 trillion of the highest (educational) quality, as judged by a Llama 3 70B. +A highly detailed paper.  Turns out that LLMs learn a lot better and faster…",karpathy,Andrej Karpathy,3606,52,509,59
https://twitter.com/karpathy/status/1796305221813198946#m,Can I just say I loooove Suno. Some of my favorites:  Dog dog dog dog dog dog dog dog woof woof https://suno.com/song/1783c864-18fb-440f-bc51-15701a19e4b5 Chemical elements https://suno.com/song/5f324463-08a7-490e-b9c5-f8e2d399baa9 train_gpt2.c header (who did this lol) https://suno.com/song/2a210337-62fc-49f8-8850-9af12e06e6e0 Suno tutorial (in Suno!): https://suno.com/song/d960e84a-1b03-46a2-999e-2a896a56bd57  Many…,karpathy,Andrej Karpathy,2373,36,222,178
https://twitter.com/karpathy/status/1795980744436932871#m,Apparently today is the 4th year anniversary of GPT-3! https://arxiv.org/abs/2005.14165  Which I am accidentally celebrating by re-training the smallest model in the miniseries right now :). HellaSwag 33.7 (Appendix H) almost reached this a few steps ago (though this is only 45% of the…,karpathy,Andrej Karpathy,2503,23,263,58
https://twitter.com/karpathy/status/1795873666481402010#m,"Nice, a serious contender to @lmsysorg in evaluating LLMs has entered the chat.  LLM evals are improving, but not so long ago their state was very bleak, with qualitative experience very often disagreeing with quantitative rankings.  This is because good evals are very difficult…",karpathy,Andrej Karpathy,2450,23,324,45
